Date,ZINC,TIN,STEEL,NICKEL,MOLYBDENUM,LEAD,COBALT,COPPER,ALUMINIUM
2014-07-01,2193.75,22577.5,390,18847.5,29500,2128.75,30900,7014.75,1837.25
2014-07-02,2207.25,22752.5,385,19070,29500,2139,30900,7049,1861.5
2014-07-03,2229.75,22825,390,19790,28500,2160.25,30750,7120.75,1889.5
2014-07-04,2235.5,22777.5,390,19382.5,28500,2155.75,31000,7158.5,1892.75
2014-07-07,2246.5,22705,390,19177.5,28500,2160.5,30600,7120.25,1893.5
2014-07-08,2294.5,22612.5,390,19437.5,28500,2168.75,30850,7154.75,1910.25
2014-07-09,2307.25,22202.5,390,19512.5,28000,2193.5,31000,7172.75,1923.75
2014-07-10,2257.5,22087.5,390,18970,28000,2148,31000,7109.5,1885.25
2014-07-11,2286.75,22000,390,19062.5,28000,2175.25,31500,7150.5,1906.25
2014-07-14,2315.25,22167.5,390,19207.5,28000,2193.25,32625,7154.25,1922.75
2014-07-15,2288.25,22080,415,19257.5,28500,2174,32250,7102.25,1927.75
2014-07-16,2299.25,22100,415,19195,28500,2179.75,32500,7111.5,1962.25
2014-07-17,2288.25,22062.5,415,19077.5,28500,2160.5,32500,7030.25,1967.25
2014-07-18,2287.25,22070,415,18502.5,29000,2167.5,32500,7026.25,1958.25
2014-07-21,2305.75,22152.5,415,18722.5,29000,2173.5,32500,6989.25,1987.5
2014-07-22,2369.5,22102.5,415,18922.5,29000,2205.5,32500,7060.25,2020.25
2014-07-23,2371.5,22112.5,415,18957.5,29000,2198.5,32000,7062.5,2010.5
2014-07-24,2392.75,22222.5,415,19077.5,29000,2208.25,32375,7150.5,2013.25
2014-07-25,2419.75,22402.5,415,19155,29000,2264.5,32750,7183.25,2008.25
2014-07-28,2404.5,22537.5,405,18787.5,29000,2268.5,32625,7131,1987.25
2014-07-29,2387.75,22587.5,415,18522.5,29000,2264.5,32750,7115.75,1973.75
2014-07-30,2357.75,22537.5,415,18677.5,28500,2217.5,31500,7089.5,1982.25
2014-07-31,2399.5,22937.5,415,18762.5,28500,2236.75,32000,7135.25,2016.25
2014-08-01,2346.75,22477.5,415,18277.5,28500,2196.25,32250,7077.75,1964.25
2014-08-04,2358.75,22362.5,415,18367.5,28500,2239.75,32250,7103,1978.5
2014-08-05,2379.5,22375,405,18487.5,28500,2246,32500,7100.25,2001.75
2014-08-06,2332.5,22350,415,18272.5,28500,2212.25,32500,6994.5,1983
2014-08-07,2319.75,22312.5,415,18855,28500,2247.5,32500,6980.25,2014.25
2014-08-08,2304.25,22275,415,18615,28500,2236.5,32000,7019.5,2017.25
2014-08-11,2308.5,22317.5,415,18492.5,28500,2247.75,32500,7010.25,2031
2014-08-12,2328.75,22462.5,415,18847.5,29000,2259.5,32375,7025.25,2039.75
2014-08-13,2296.75,22477.5,415,18575,29000,2230.25,32375,6925.25,2025.75
2014-08-14,2294.5,22387.5,415,18532.5,29000,2205.5,32200,6886.25,2004.75
2014-08-15,2259.5,22387.5,415,18502.5,28500,2194.25,32250,6852.25,1979.5
2014-08-18,2262.25,22420,415,18417.5,28500,2200.25,32500,6909.75,1994.5
2014-08-19,2313.25,22387.5,415,18547.5,28500,2240.25,32500,6934.25,2027.75
2014-08-20,2331.75,22382.5,415,18775,28500,2235.25,32500,6921.5,2036.75
2014-08-21,2350.5,22262.5,415,18727.5,28500,2253.5,32500,7002.75,2058.25
2014-08-22,2363.75,22412.5,415,18622.5,28850,2259,32375,7087.75,2055.25
2014-08-26,2359.25,22080,425,18802.5,28850,2256.5,32950,7095.5,2081.75
2014-08-27,2349.5,21910,435,18632.5,28750,2250.5,32750,7050.5,2082.25
2014-08-28,2359.25,21797.5,435,18645,28500,2254.25,32525,7032.5,2107.75
2014-08-29,2358.5,21825,445,18452.5,28750,2258.5,32500,6994.5,2113.75
2014-09-01,2350.25,21687.5,445,18657.5,28750,2229.75,32500,6966.25,2081.75
2014-09-02,2374.5,21537.5,445,18552.5,28750,2232.5,32750,6965.25,2082.75
2014-09-03,2371.75,21392.5,445,18815,28750,2216.5,32750,6926,2077.5
2014-09-04,2401.75,21502.5,445,19230,28750,2226.5,32750,6966.75,2085.25
2014-09-05,2389.5,21475,445,19382.5,28750,2199,32750,6972.5,2074.5
2014-09-08,2390.25,21275,445,19735,28500,2193.5,32750,7040.25,2081
2014-09-09,2338.25,21090,445,19357.5,28000,2157.5,32500,6936.75,2044.75
2014-09-10,2274.75,20987.5,445,18547.5,27500,2099.75,32500,6897.25,2011.75
2014-09-11,2267.25,21170,445,18457.5,27300,2111.5,32500,6828.75,2001.75
2014-09-12,2269.5,21177.5,445,18342.5,27300,2114.75,32500,6855.75,2008.25
2014-09-15,2254.5,21137.5,445,18252.5,27300,2102.75,32375,6849.5,1958
2014-09-16,2246.25,21045,445,17900,26500,2090.5,32250,6895.25,1969.25
2014-09-17,2255.25,21052.5,445,17917.5,26000,2091.5,32250,6958.25,1966.25
2014-09-18,2246.75,21202.5,445,17880,26000,2077.5,32800,6919,1949.75
2014-09-19,2250.25,21187.5,445,17752.5,25000,2067.5,33000,6868,1949
2014-09-22,2215.25,21175,450,17072.5,25000,2050.25,32000,6781.5,1924.75
2014-09-23,2240.75,21157.5,445,17132.5,25000,2073.75,32125,6796.75,1939.25
2014-09-24,2249.75,21297.5,445,17190,24500,2057.5,32000,6749.75,1922.25
2014-09-25,2262.75,20687.5,445,17207.5,24500,2073.75,32125,6765.5,1926.75
2014-09-26,2270.25,20437.5,445,17275,24000,2074,32000,6770.5,1924.25
2014-09-29,2253,20532.5,445,16507.5,24000,2056.5,32250,6735.25,1913.5
2014-09-30,2289.75,20327.5,445,16502.5,23000,2082.5,32250,6735.5,1934.5
2014-10-01,2257.75,20197.5,445,15852.5,23000,2070.5,32500,6754.75,1898.25
2014-10-02,2252.25,20400,445,16045,23000,2077.75,32000,6693.25,1869.25
2014-10-03,2250.25,20392.5,445,16267.5,23000,2079.75,32000,6662.5,1882.75
2014-10-06,2289.25,20462.5,445,16482.5,20900,2084.5,32000,6712.25,1897.75
2014-10-07,2307.25,20262.5,445,16737.5,20900,2094.75,32000,6714.75,1885.75
2014-10-08,2331.75,20217.5,445,16697.5,20900,2094,32000,6754.75,1920.25
2014-10-09,2327.75,20212.5,445,16627.5,20000,2081.5,31000,6766.75,1923.5
2014-10-10,2310.75,20097.5,445,16307.5,20000,2056.5,31000,6696.5,1891.25
2014-10-13,2322.5,20160,445,16387.5,20000,2071.5,31000,6801,1903.25
2014-10-14,2323.25,20152.5,445,16177.5,20000,2053.25,31250,6780.25,1908.75
2014-10-15,2329,19722.5,445,16132.5,22000,2042.25,31250,6780.75,1912.25
2014-10-16,2204.75,19295,445,15312.5,20000,1955.75,31250,6629.5,1872.75
2014-10-17,2226.75,19302.5,460,15502.5,20000,1997.5,31250,6628.75,1929.25
2014-10-20,2222.25,19397.5,460,15312.5,20000,2011.75,31000,6614.75,1954.25
2014-10-21,2187.75,19487.5,460,15212.5,20000,1999.25,31250,6659,1971.5
2014-10-22,2244.75,19587.5,460,15215,20000,2037,31250,6730.25,1979.75
2014-10-23,2229.75,19527.5,460,14937.5,20000,2005.75,31500,6718,1984.25
2014-10-24,2263.5,19412.5,460,15002.5,20000,2010.5,31500,6759.25,1950.25
2014-10-27,2249,19542.5,460,14635,20500,1986.75,30500,6800.25,1963.25
2014-10-28,2252.25,19752.5,460,15052.5,20500,2018.5,31000,6859.25,1990.25
2014-10-29,2264.75,20147.5,460,15580,20500,2019.5,31000,6854.5,2011.75
2014-10-30,2282.5,19925,460,15312.5,20500,2003.75,31000,6784.75,2015.25
2014-10-31,2334.75,20112.5,460,15812.5,20500,2014.75,30500,6835,2056.75
2014-11-03,2328.25,19847.5,460,15562.5,20500,1999.5,31000,6800.5,2055.75
2014-11-04,2285.75,19602.5,460,15152.5,20500,2006.5,30500,6705.25,2050.25
2014-11-05,2218.5,19535,460,14977.5,20500,1974.75,31000,6645.75,2037.5
2014-11-06,2217.25,19837.5,460,15252.5,20500,1978.25,31000,6680.75,2052.25
2014-11-07,2227.75,20012.5,460,15262.5,21500,1996.5,31000,6720.25,2076.75
2014-11-10,2272.5,20025,460,15067.5,21500,2028.75,31000,6735.25,2040.75
2014-11-11,2236.5,19922.5,460,15087.5,20500,2016.5,31000,6687.75,2017.5
2014-11-12,2274.25,20147.5,460,15530,20500,2033,31000,6752.25,2061.75
2014-11-13,2278.25,20027.5,460,15515,20500,2022.25,31000,6755.25,2064.5
2014-11-14,2242.25,19812.5,460,15317.5,20500,2022.5,31000,6692.5,2020.25
2014-11-17,2241.25,19607.5,460,15597.5,20500,2022.25,31000,6751.5,2049.25
2014-11-18,2237.5,19572.5,460,15647.5,20500,2016.5,31200,6683.75,2015.25
2014-11-19,2231.25,19700,460,15847.5,20500,2025.75,31200,6714.5,2024.75
2014-11-20,2236.25,19762.5,460,16172.5,20500,2016.75,31000,6687,2016.75
2014-11-21,2298.75,20237.5,490,16447.5,20950,2059.75,31000,6789.75,2077
2014-11-24,2298.5,20477.5,490,16532.5,20577.5,2045.5,30500,6730.75,2059.75
2014-11-25,2287.25,20207.5,490,16452.5,20600,2060.5,30500,6695.5,2083.5
2014-11-26,2272,20362.5,490,16227.5,20375,2045,30250,6648.5,2098.75
2014-11-27,2270.25,20370,490,16312.5,20375,2064.5,30250,6621.25,2098.5
2014-11-28,2226.75,20172.5,490,16085,20500,2026.5,30500,6515.25,2071.25
2014-12-01,2194.5,20132.5,490,16202.5,20260,2024.75,30500,6384.5,2020.75
2014-12-02,2205.75,20247.5,490,16172.5,20300,2017.5,30500,6454.75,2014.75
2014-12-03,2194.25,20452.5,490,16322.5,20300,2016.75,30400,6450.75,1966.5
2014-12-04,2215.5,20412.5,490,16777.5,20300,2029.5,30700,6490.5,1974.75
2014-12-05,2230.25,20257.5,490,16822.5,20300,2026.25,31000,6535.5,2001.75
2014-12-08,2211.5,20302.5,490,16552.5,19600,2019.5,31000,6465.25,1959.75
2014-12-09,2185.25,20387.5,490,16252.5,19600,2008.5,32000,6400.5,1944.75
2014-12-10,2190.75,20460,490,16422.5,19600,2003,32000,6475.75,1949.75
2014-12-11,2150.5,20360,490,16147.5,20350,1982.25,31500,6471.25,1935.25
2014-12-12,2173.75,20412.5,490,16332.5,19600,1971,32000,6526,1917.75
2014-12-15,2186.75,20377.5,490,16657.5,19600,1963,31550,6557.5,1916.25
2014-12-16,2142.25,20350,490,16127.5,19600,1936.25,31350,6387.5,1874.75
2014-12-17,2113.5,19455,490,15427.5,19600,1866.5,31300,6305.5,1863.25
2014-12-18,2121.25,19187.5,490,15502.5,19600,1853.75,30250,6350,1888.25
2014-12-19,2157.75,19397.5,490,15325,19600,1869.75,30590,6445.25,1887.75
2014-12-22,2179.25,19097.5,490,15627.5,19600,1863,30500,6426.25,1877.5
2014-12-23,2154,18525,490,15375,20500,1862.25,30800,6362.5,1851.75
2014-12-24,2152,18792.5,490,15262.5,20500,1847.25,30800,6360.5,1833.5
2014-12-29,2134.75,19142.5,490,15105,20500,1821.5,31000,6331,1827.25
2014-12-30,2138.5,18987.5,490,14852.5,20500,1813.75,31000,6327.5,1834
2014-12-31,2166.5,19487.5,490,14932.5,20500,1852.5,31500,6358.5,1831.25
2015-01-02,2183.25,19387.5,490,14877.5,20500,1844.5,31580,6307,1821.25
2015-01-05,2154.5,19625,490,14582.5,20500,1832.75,31180,6215.5,1792.75
2015-01-06,2170.25,19557.5,490,15280,20500,1830.5,31380,6190.5,1772.25
2015-01-07,2145.25,19677.5,490,15452.5,20500,1819.5,31380,6169,1761.75
2015-01-08,2159.5,19737.5,490,15320,20500,1852.5,31300,6230.25,1776.25
2015-01-09,2150.25,19647.5,490,15432.5,20500,1825.5,31300,6150.75,1797.75
2015-01-12,2128.5,19512.5,490,14952.5,21000,1830.5,31200,6130.5,1778.5
2015-01-13,2082.5,19552.5,490,14777.5,20500,1800.25,30900,5914.5,1766.25
2015-01-14,2020.75,19387.5,490,14245,20500,1744.75,30900,5626,1767.25
2015-01-15,2037.75,19457.5,490,14560,20500,1770.5,30900,5718.5,1782.25
2015-01-16,2056.25,19300,490,14357.5,20500,1766.25,30900,5657.5,1798.25
2015-01-19,2068.25,19277.5,490,14387.5,20250,1827.25,31150,5670.5,1825.25
2015-01-20,2097.75,19412.5,490,14537.5,20250,1875.25,30750,5760.25,1829.5
2015-01-21,2090.25,19122.5,490,14765,20250,1861.75,30750,5630.25,1830.75
2015-01-22,2143.5,19577.5,490,14717.5,20250,1881.25,30550,5741.5,1866.5
2015-01-23,2106.25,19500,490,14402.5,20250,1830.75,30300,5580.75,1830.25
2015-01-26,2090.25,19487.5,490,14372.5,20250,1844.75,30300,5489.5,1817.75
2015-01-27,2130.5,19550,490,14672.5,19750,1843.75,30300,5556,1846.75
2015-01-28,2111.75,19447.5,490,14927.5,19250,1853.25,29750,5485.25,1849.25
2015-01-29,2078.25,19062.5,490,14702.5,19250,1826.75,29600,5390.25,1822.25
2015-01-30,2111.25,19237.5,490,14782.5,19250,1843.25,29400,5502.5,1837.25
2015-02-02,2122.5,18972.5,490,15047.5,19250,1838.5,29750,5535.25,1851.5
2015-02-03,2146,18937.5,490,15372.5,19250,1847.5,29625,5692.5,1869.75
2015-02-04,2138.75,18937.5,490,14927.5,19250,1840.75,29750,5707.5,1862
2015-02-05,2107.25,18875,490,14832.5,18500,1846,29750,5594.75,1848.75
2015-02-06,2149.75,18850,490,14962.5,18500,1849.5,29250,5691.5,1871.25
2015-02-09,2150.5,18510,485,15047.5,18450,1845,28850,5665.5,1854.75
2015-02-10,2121.25,18222.5,485,14857.5,17950,1834.5,28825,5590.5,1842.5
2015-02-11,2112.5,17827.5,485,14705,17650,1826.5,28950,5645.25,1811.25
2015-02-12,2129.25,17897.5,475,14602.5,17500,1809.5,28975,5694.75,1817.5
2015-02-13,2151.75,18237.5,475,14740,17150,1833,28950,5730.5,1831.25
2015-02-16,2150,18015,475,14427.5,17150,1820.5,28975,5711.5,1814.25
2015-02-17,2104.75,18000,475,14212.5,16450,1795.25,29025,5665.25,1800.25
2015-02-18,2082,18010,410,14112.5,16300,1773.75,29050,5689.5,1796
2015-02-19,2072.5,18182.5,395,13922.5,16450,1783.25,28950,5719.5,1801.75
2015-02-20,2046.5,18087.5,365,13945,16300,1774.25,28850,5706.5,1796.25
2015-02-23,2031.75,17952.5,370,13912.5,16300,1756.5,28750,5656.75,1772.25
2015-02-24,2049.5,18092.5,350,14247.5,16100,1761.75,28800,5712.5,1791.5
2015-02-25,2055.25,18060,295,14307.5,16100,1762,28600,5804.75,1783.25
2015-02-26,2072.75,18097.5,300,14397.5,16100,1758.75,28550,5935.25,1798.25
2015-02-27,2060.25,17917.5,300,14042.5,16750,1725.75,28550,5880.25,1794.25
2015-03-02,2048.25,17637.5,300,13880,16750,1724.75,28700,5895.5,1796.75
2015-03-03,2023.75,17762.5,300,13590,17050,1735.5,27750,5854.5,1783.25
2015-03-04,2020.5,17927.5,300,13827.5,17050,1746.75,27375,5881.5,1786.5
2015-03-05,2012.25,17875,300,14052.5,17050,1783.25,27625,5855.75,1787.5
2015-03-06,1994.25,18062.5,300,14080,17050,1804.5,27600,5826.25,1784.5
2015-03-09,2004.75,18025,300,14405,17250,1814.5,27600,5799.75,1760.25
2015-03-10,2002.25,17837.5,300,14072.5,17250,1807,27750,5783.25,1749.25
2015-03-11,2007.25,17712.5,300,13972.5,17250,1811.25,27800,5785.75,1753.75
2015-03-12,1999.75,17402.5,300,13822.5,17250,1812.25,27850,5865.25,1741.75
2015-03-13,2000.25,17402.5,300,13847.5,17250,1791.5,27600,5859,1743.75
2015-03-16,2000.5,17337.5,300,13802.5,17250,1756.5,27600,5852.75,1760.5
2015-03-17,1984.5,17357.5,300,13557.5,17250,1723.5,27650,5764.75,1769.75
2015-03-18,1997.5,17117.5,300,13572.5,17900,1714.5,27550,5692.25,1771.25
2015-03-19,1999.5,16802.5,300,13627.5,18250,1695.75,27550,5834.75,1782.25
2015-03-20,2012.5,16927.5,300,13952.5,18250,1758.25,27550,5919.5,1762.5
2015-03-23,2069.5,17487.5,300,14195,18250,1823.25,27550,6093.25,1786.75
2015-03-24,2069.5,17522.5,300,14022.5,18250,1830.5,27400,6127,1786
2015-03-25,2065.25,17395,295,13677.5,18250,1829.5,27400,6134.25,1763.5
2015-03-26,2095,17262.5,295,13612.5,18250,1843,27375,6229.5,1783.25
2015-03-27,2068.75,17297.5,300,13257.5,18250,1830.75,27200,6145.5,1771.75
2015-03-30,2078.25,17097.5,300,13042.5,18250,1815.75,27150,6109.75,1776.25
2015-03-31,2075.25,16727.5,300,12457.5,18250,1807.5,26750,6050.25,1788.75
2015-04-01,2068.5,16397.5,300,12325,18150,1819.75,26450,6019.25,1765.25
2015-04-02,2093.25,16565,300,12927.5,18150,1864.75,26750,6001.25,1770.25
2015-04-07,2126.25,16762.5,300,12562.5,17400,1886.25,26850,6040.5,1784.75
2015-04-08,2147.75,16717.5,300,12722.5,17400,1914.75,27350,6052.5,1774.5
2015-04-09,2165.5,16637.5,300,12542.5,17400,1944.25,28300,6049.75,1773.25
2015-04-10,2199.5,16502.5,300,12585,17400,1997.5,28450,6054.5,1772.75
2015-04-13,2217,16407.5,300,12515,17400,1985.5,28400,6011.25,1781.25
2015-04-14,2176.25,16125,300,12257.5,16850,1962.75,28550,5916.25,1770.25
2015-04-15,2181.25,15862.5,300,12512.5,16750,1976.25,27750,5920.25,1810.5
2015-04-16,2228.5,15755,300,12887.5,16750,2038.5,28050,6053.5,1856
2015-04-17,2225.75,14757.5,300,12727.5,17250,2041.5,28680,6080.75,1846.25
2015-04-20,2221.5,15007.5,295,12367.5,17250,2036.25,29250,6001,1858.25
2015-04-21,2188.5,15372.5,295,12767.5,17050,2013.75,29300,5974,1826.25
2015-04-22,2229,15527.5,295,12622.5,17000,2048.25,29650,5926.75,1817.25
2015-04-23,2214.75,15502.5,295,12542.5,17000,2021.5,29950,5934.75,1805.25
2015-04-24,2221.75,15645,295,12855,17000,2052.75,29900,6025.25,1829.75
2015-04-27,2281.25,16047.5,295,13507.5,17000,2081.5,29750,6060.5,1827.25
2015-04-28,2301,16262.5,295,13227.5,17000,2094.5,30000,6090,1867.75
2015-04-29,2287.75,15702.5,295,13282.5,17000,2082.5,30100,6102.5,1890
2015-04-30,2355.25,16022.5,295,13857.5,17000,2124.25,30100,6244.75,1909.25
2015-05-01,2355.25,16175,295,13757.5,17000,2138.5,30200,6361.75,1918.5
2015-05-05,2399,16007.5,295,14127.5,17250,2139.5,29950,6407.5,1910.25
2015-05-06,2402.5,16015,295,14412.5,17250,2113.75,29850,6400.25,1915.25
2015-05-07,2381.75,16052.5,295,13912.5,16850,2080.25,30000,6436.5,1870.25
2015-05-08,2382.25,15937.5,295,14095,16850,2069.5,29950,6396,1863.75
2015-05-11,2329.75,15650,295,14282.5,16850,2022,29950,6362.75,1851.75
2015-05-12,2359,15925,295,14115,16850,2020.5,30050,6446.5,1854.5
2015-05-13,2376.5,15925,295,14037.5,16850,2038.75,30100,6415.5,1859.5
2015-05-14,2335.25,15727.5,295,13827.5,17050,1994.25,30100,6398.5,1845.75
2015-05-15,2284.25,15787.5,295,13652.5,17050,1961.25,30100,6355.75,1812.75
2015-05-18,2294.25,16002.5,295,13680,17050,1959.5,30100,6382.75,1795.25
2015-05-19,2254.5,15797.5,295,13385,17050,1935.75,30050,6269.75,1749.75
2015-05-20,2202.75,15937.5,295,12825,16750,1918.5,29950,6207.5,1748.75
2015-05-21,2193.25,15887.5,300,13012.5,16850,1952.25,30000,6239.5,1735.75
2015-05-22,2168.25,15810,295,12705,17050,1942.25,30450,6197.25,1725.75
2015-05-26,2177.5,15672.5,295,12645,17050,1931,30450,6134.25,1710.25
2015-05-27,2165.75,15342.5,280,12612.5,17050,1920.5,30500,6084.75,1699.25
2015-05-28,2219.75,15452.5,280,12837.5,17050,1967.75,30625,6116.5,1719.25
2015-05-29,2212,15447.5,280,12672.5,16950,1959.25,30500,6088.25,1705.25
2015-06-01,2138.25,15387.5,280,12535,17250,1908.75,30600,5970.25,1691.25
2015-06-02,2137.75,15525,280,12907.5,17250,1915.75,30400,5998.25,1711.25
2015-06-03,2157.25,15447.5,280,12930,16750,1911.75,30550,5991.75,1716.25
2015-06-04,2140.25,15432.5,125,12837.5,16700,1928.25,30300,5953.75,1697.25
2015-06-05,2131.75,15247.5,125,12862.5,16650,1902.25,30325,5924.25,1693.25
2015-06-08,2118.25,15297.5,125,13092.5,16550,1901.25,29900,5914.5,1695.25
